persona-id,emotion-id,type,emotion,situation,age_id,sex_id
Pro_01787,S02_D02_E56,E56,부끄러운,"['S02', 'D02']",A02,G01
Pro_09792,S04_D02_E21,E21,실망한,"['S04', 'D02']",A02,G01
Pro_07054,S07_D02_E43,E43,고립된,"['S07', 'D02']",A02,G01
Pro_00240,S02_D02_E69,E69,자신하는,"['S02', 'D02']",A02,G01
Pro_08709,S08_D02_E18,E18,노여워하는,"['S08', 'D02']",A02,G01
Pro_07073,S07_D02_E62,E62,신뢰하는,"['S07', 'D02']",A02,G01
Pro_07264,S09_D02_E13,E13,짜증내는,"['S09', 'D02']",A02,G01
Pro_05372,S06_D02_E41,E41,질투하는,"['S06', 'D02']",A02,G01
Pro_05240,S05_D02_E29,E29,환멸을 느끼는,"['S05', 'D02']",A02,G01
Pro_12449,S13_D02_E38,E38,조심스러운,"['S13', 'D02']",A02,G01
Pro_00191,S02_D02_E20,E20,슬픔,"['S02', 'D02']",A02,G01
Pro_08728,S08_D02_E37,E37,걱정스러운,"['S08', 'D02']",A02,G01
Pro_03836,S06_D02_E65,E65,흥분,"['S06', 'D02']",A02,G01
Pro_03834,S06_D02_E63,E63,편안한,"['S06', 'D02']",A02,G01
Pro_08841,S09_D02_E30,E30,불안,"['S09', 'D02']",A02,G01
Pro_07266,S09_D02_E15,E15,악의적인,"['S09', 'D02']",A02,G01
Pro_00193,S02_D02_E22,E22,비통한,"['S02', 'D02']",A02,G01
Pro_07024,S07_D02_E13,E13,짜증내는,"['S07', 'D02']",A02,G01
Pro_03720,S05_D02_E69,E69,자신하는,"['S05', 'D02']",A02,G01
Pro_12392,S13_D01_E41,E41,질투하는,"['S13', 'D01']",A02,G01
Pro_08625,S07_D02_E54,E54,열등감,"['S07', 'D02']",A02,G01
Pro_01643,S01_D02_E32,E32,스트레스 받는,"['S01', 'D02']",A02,G01
Pro_09729,S04_D01_E18,E18,노여워하는,"['S04', 'D01']",A02,G01
Pro_05372,S06_D02_E41,E41,질투하는,"['S06', 'D02']",A02,G01
Pro_05159,S04_D02_E68,E68,신이 난,"['S04', 'D02']",A02,G01
Pro_09782,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_09729,S04_D01_E18,E18,노여워하는,"['S04', 'D01']",A02,G01
Pro_08966,S10_D02_E35,E35,당혹스러운,"['S10', 'D02']",A02,G01
Pro_08607,S07_D02_E36,E36,회의적인,"['S07', 'D02']",A02,G01
Pro_01625,S01_D02_E14,E14,방어적인,"['S01', 'D02']",A02,G01
Pro_03661,S05_D02_E10,E10,분노,"['S05', 'D02']",A02,G01
Pro_01759,S02_D02_E28,E28,낙담한,"['S02', 'D02']",A02,G01
Pro_10893,S13_D02_E42,E42,배신당한,"['S13', 'D02']",A02,G01
Pro_01886,S03_D02_E35,E35,당혹스러운,"['S03', 'D02']",A02,G01
Pro_07062,S07_D02_E51,E51,고립된(당황한),"['S07', 'D02']",A02,G01
Pro_12155,S11_D01_E44,E44,충격 받은,"['S11', 'D01']",A02,G01
Pro_10646,S11_D02_E35,E35,당혹스러운,"['S11', 'D02']",A02,G01
Pro_03595,S04_D02_E64,E64,만족스러운,"['S04', 'D02']",A02,G01
Pro_05234,S05_D02_E23,E23,후회되는,"['S05', 'D02']",A02,G01
Pro_03714,S05_D02_E63,E63,편안한,"['S05', 'D02']",A02,G01
Pro_12176,S11_D01_E65,E65,흥분,"['S11', 'D01']",A02,G01
Pro_03838,S06_D02_E67,E67,안도,"['S06', 'D02']",A02,G01
Pro_07143,S08_D02_E12,E12,좌절한,"['S08', 'D02']",A02,G01
Pro_08728,S08_D02_E37,E37,걱정스러운,"['S08', 'D02']",A02,G01
Pro_03563,S04_D02_E32,E32,스트레스 받는,"['S04', 'D02']",A02,G01
Pro_12181,S11_D02_E10,E10,분노,"['S11', 'D02']",A02,G01
Pro_05370,S06_D02_E39,E39,초조한,"['S06', 'D02']",A02,G01
Pro_00351,S03_D02_E60,E60,기쁨,"['S03', 'D02']",A02,G01
Pro_01871,S03_D02_E20,E20,슬픔,"['S03', 'D02']",A02,G01
Pro_03693,S05_D02_E42,E42,배신당한,"['S05', 'D02']",A02,G01
Pro_07164,S08_D02_E33,E33,취약한,"['S08', 'D02']",A02,G01
Pro_05102,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_08744,S08_D02_E53,E53,외로운,"['S08', 'D02']",A02,G01
Pro_03567,S04_D02_E36,E36,회의적인,"['S04', 'D02']",A02,G01
Pro_09838,S04_D02_E67,E67,안도,"['S04', 'D02']",A02,G01
Pro_03786,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_08981,S10_D02_E50,E50,당황,"['S10', 'D02']",A02,G01
Pro_03786,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_07401,S10_D02_E30,E30,불안,"['S10', 'D02']",A02,G01
Pro_03691,S05_D02_E40,E40,상처,"['S05', 'D02']",A02,G01
Pro_05157,S04_D02_E66,E66,느긋,"['S04', 'D02']",A02,G01
Pro_05258,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_11374,S04_D02_E43,E43,고립된,"['S04', 'D02']",A02,G01
Pro_03798,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_01876,S03_D02_E25,E25,마비된,"['S03', 'D02']",A02,G01
Pro_05385,S06_D02_E54,E54,열등감,"['S06', 'D02']",A02,G01
Pro_05358,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_05364,S06_D02_E33,E33,취약한,"['S06', 'D02']",A02,G01
Pro_07154,S08_D02_E23,E23,후회되는,"['S08', 'D02']",A02,G01
Pro_11351,S04_D02_E20,E20,슬픔,"['S04', 'D02']",A02,G01
Pro_12388,S13_D01_E37,E37,걱정스러운,"['S13', 'D01']",A02,G01
Pro_08720,S08_D02_E29,E29,환멸을 느끼는,"['S08', 'D02']",A02,G01
Pro_05390,S06_D02_E59,E59,혼란스러운(당황한),"['S06', 'D02']",A02,G01
Pro_08701,S08_D02_E10,E10,분노,"['S08', 'D02']",A02,G01
Pro_05341,S06_D02_E10,E10,분노,"['S06', 'D02']",A02,G01
Pro_08948,S10_D02_E17,E17,구역질 나는,"['S10', 'D02']",A02,G01
Pro_10892,S13_D02_E41,E41,질투하는,"['S13', 'D02']",A02,G01
Pro_00327,S03_D02_E36,E36,회의적인,"['S03', 'D02']",A02,G01
Pro_03554,S04_D02_E23,E23,후회되는,"['S04', 'D02']",A02,G01
Pro_01655,S01_D02_E44,E44,충격 받은,"['S01', 'D02']",A02,G01
Pro_03785,S06_D02_E14,E14,방어적인,"['S06', 'D02']",A02,G01
Pro_08834,S09_D02_E23,E23,후회되는,"['S09', 'D02']",A02,G01
Pro_00208,S02_D02_E37,E37,걱정스러운,"['S02', 'D02']",A02,G01
Pro_03581,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_12431,S13_D02_E20,E20,슬픔,"['S13', 'D02']",A02,G01
Pro_12400,S13_D01_E49,E49,버려진,"['S13', 'D01']",A02,G01
Pro_07384,S10_D02_E13,E13,짜증내는,"['S10', 'D02']",A02,G01
Pro_12458,S13_D02_E47,E47,억울한,"['S13', 'D02']",A02,G01
Pro_03695,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_07162,S08_D02_E31,E31,두려운,"['S08', 'D02']",A02,G01
Pro_11396,S04_D02_E65,E65,흥분,"['S04', 'D02']",A02,G01
Pro_10884,S13_D02_E33,E33,취약한,"['S13', 'D02']",A02,G01
Pro_08628,S07_D02_E57,E57,혐오스러운,"['S07', 'D02']",A02,G01
Pro_10655,S11_D02_E44,E44,충격 받은,"['S11', 'D02']",A02,G01
Pro_05347,S06_D02_E16,E16,안달하는,"['S06', 'D02']",A02,G01
Pro_08952,S10_D02_E21,E21,실망한,"['S10', 'D02']",A02,G01
Pro_10596,S11_D01_E45,E45,"가난한, 불우한","['S11', 'D01']",A02,G01
Pro_05121,S04_D02_E30,E30,불안,"['S04', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_10910,S13_D02_E59,E59,혼란스러운(당황한),"['S13', 'D02']",A02,G01
Pro_08979,S10_D02_E48,E48,괴로워하는,"['S10', 'D02']",A02,G01
Pro_11351,S04_D02_E20,E20,슬픔,"['S04', 'D02']",A02,G01
Pro_07296,S09_D02_E45,E45,"가난한, 불우한","['S09', 'D02']",A02,G01
Pro_03791,S06_D02_E20,E20,슬픔,"['S06', 'D02']",A02,G01
Pro_03553,S04_D02_E22,E22,비통한,"['S04', 'D02']",A02,G01
Pro_05224,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_03811,S06_D02_E40,E40,상처,"['S06', 'D02']",A02,G01
Pro_10648,S11_D02_E37,E37,걱정스러운,"['S11', 'D02']",A02,G01
Pro_03816,S06_D02_E45,E45,"가난한, 불우한","['S06', 'D02']",A02,G01
Pro_12155,S11_D01_E44,E44,충격 받은,"['S11', 'D01']",A02,G01
Pro_11344,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_12192,S11_D02_E21,E21,실망한,"['S11', 'D02']",A02,G01
Pro_09810,S04_D02_E39,E39,초조한,"['S04', 'D02']",A02,G01
Pro_05370,S06_D02_E39,E39,초조한,"['S06', 'D02']",A02,G01
Pro_09791,S04_D02_E20,E20,슬픔,"['S04', 'D02']",A02,G01
Pro_01744,S02_D02_E13,E13,짜증내는,"['S02', 'D02']",A02,G01
Pro_00079,S01_D02_E28,E28,낙담한,"['S01', 'D02']",A02,G01
Pro_08615,S07_D02_E44,E44,충격 받은,"['S07', 'D02']",A02,G01
Pro_05277,S05_D02_E66,E66,느긋,"['S05', 'D02']",A02,G01
Pro_12188,S11_D02_E17,E17,구역질 나는,"['S11', 'D02']",A02,G01
Pro_01909,S03_D02_E58,E58,한심한,"['S03', 'D02']",A02,G01
Pro_10663,S11_D02_E52,E52,남의 시선을 의식하는,"['S11', 'D02']",A02,G01
Pro_03555,S04_D02_E24,E24,우울한,"['S04', 'D02']",A02,G01
Pro_07144,S08_D02_E13,E13,짜증내는,"['S08', 'D02']",A02,G01
Pro_08870,S09_D02_E59,E59,혼란스러운(당황한),"['S09', 'D02']",A02,G01
Pro_05385,S06_D02_E54,E54,열등감,"['S06', 'D02']",A02,G01
Pro_05119,S04_D02_E28,E28,낙담한,"['S04', 'D02']",A02,G01
Pro_12131,S11_D01_E20,E20,슬픔,"['S11', 'D01']",A02,G01
Pro_03686,S05_D02_E35,E35,당혹스러운,"['S05', 'D02']",A02,G01
Pro_05367,S06_D02_E36,E36,회의적인,"['S06', 'D02']",A02,G01
Pro_07190,S08_D02_E59,E59,혼란스러운(당황한),"['S08', 'D02']",A02,G01
Pro_03800,S06_D02_E29,E29,환멸을 느끼는,"['S06', 'D02']",A02,G01
Pro_00335,S03_D02_E44,E44,충격 받은,"['S03', 'D02']",A02,G01
Pro_08601,S07_D02_E30,E30,불안,"['S07', 'D02']",A02,G01
Pro_07318,S09_D02_E67,E67,안도,"['S09', 'D02']",A02,G01
Pro_05368,S06_D02_E37,E37,걱정스러운,"['S06', 'D02']",A02,G01
Pro_03708,S05_D02_E57,E57,혐오스러운,"['S05', 'D02']",A02,G01
Pro_00306,S03_D02_E15,E15,악의적인,"['S03', 'D02']",A02,G01
Pro_05342,S06_D02_E11,E11,툴툴대는,"['S06', 'D02']",A02,G01
Pro_03807,S06_D02_E36,E36,회의적인,"['S06', 'D02']",A02,G01
Pro_00337,S03_D02_E46,E46,희생된,"['S03', 'D02']",A02,G01
Pro_08609,S07_D02_E38,E38,조심스러운,"['S07', 'D02']",A02,G01
Pro_05249,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_08638,S07_D02_E67,E67,안도,"['S07', 'D02']",A02,G01
Pro_08634,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_11334,S04_D01_E63,E63,편안한,"['S04', 'D01']",A02,G01
Pro_03823,S06_D02_E52,E52,남의 시선을 의식하는,"['S06', 'D02']",A02,G01
Pro_05391,S06_D02_E60,E60,기쁨,"['S06', 'D02']",A02,G01
Pro_03567,S04_D02_E36,E36,회의적인,"['S04', 'D02']",A02,G01
Pro_10914,S13_D02_E63,E63,편안한,"['S13', 'D02']",A02,G01
Pro_12365,S13_D01_E14,E14,방어적인,"['S13', 'D01']",A02,G01
Pro_07438,S10_D02_E67,E67,안도,"['S10', 'D02']",A02,G01
Pro_05395,S06_D02_E64,E64,만족스러운,"['S06', 'D02']",A02,G01
Pro_05360,S06_D02_E29,E29,환멸을 느끼는,"['S06', 'D02']",A02,G01
Pro_03705,S05_D02_E54,E54,열등감,"['S05', 'D02']",A02,G01
Pro_10820,S13_D01_E29,E29,환멸을 느끼는,"['S13', 'D01']",A02,G01
Pro_08965,S10_D02_E34,E34,혼란스러운,"['S10', 'D02']",A02,G01
Pro_03545,S04_D02_E14,E14,방어적인,"['S04', 'D02']",A02,G01
Pro_12362,S13_D01_E11,E11,툴툴대는,"['S13', 'D01']",A02,G01
Pro_08876,S09_D02_E65,E65,흥분,"['S09', 'D02']",A02,G01
Pro_07291,S09_D02_E40,E40,상처,"['S09', 'D02']",A02,G01
Pro_08722,S08_D02_E31,E31,두려운,"['S08', 'D02']",A02,G01
Pro_08583,S07_D02_E12,E12,좌절한,"['S07', 'D02']",A02,G01
Pro_01674,S01_D02_E63,E63,편안한,"['S01', 'D02']",A02,G01
Pro_08753,S08_D02_E62,E62,신뢰하는,"['S08', 'D02']",A02,G01
Pro_05375,S06_D02_E44,E44,충격 받은,"['S06', 'D02']",A02,G01
Pro_05347,S06_D02_E16,E16,안달하는,"['S06', 'D02']",A02,G01
Pro_03783,S06_D02_E12,E12,좌절한,"['S06', 'D02']",A02,G01
Pro_03593,S04_D02_E62,E62,신뢰하는,"['S04', 'D02']",A02,G01
Pro_05398,S06_D02_E67,E67,안도,"['S06', 'D02']",A02,G01
Pro_09787,S04_D02_E16,E16,안달하는,"['S04', 'D02']",A02,G01
Pro_01675,S01_D02_E64,E64,만족스러운,"['S01', 'D02']",A02,G01
Pro_12168,S11_D01_E57,E57,혐오스러운,"['S11', 'D01']",A02,G01
Pro_03704,S05_D02_E53,E53,외로운,"['S05', 'D02']",A02,G01
Pro_05233,S05_D02_E22,E22,비통한,"['S05', 'D02']",A02,G01
Pro_12430,S13_D02_E19,E19,성가신,"['S13', 'D02']",A02,G01
Pro_07149,S08_D02_E18,E18,노여워하는,"['S08', 'D02']",A02,G01
Pro_05236,S05_D02_E25,E25,마비된,"['S05', 'D02']",A02,G01
Pro_08880,S09_D02_E69,E69,자신하는,"['S09', 'D02']",A02,G01
Pro_12223,S11_D02_E52,E52,남의 시선을 의식하는,"['S11', 'D02']",A02,G01
Pro_01875,S03_D02_E24,E24,우울한,"['S03', 'D02']",A02,G01
Pro_05276,S05_D02_E65,E65,흥분,"['S05', 'D02']",A02,G01
Pro_01881,S03_D02_E30,E30,불안,"['S03', 'D02']",A02,G01
Pro_00182,S02_D02_E11,E11,툴툴대는,"['S02', 'D02']",A02,G01
Pro_05252,S05_D02_E41,E41,질투하는,"['S05', 'D02']",A02,G01
Pro_07058,S07_D02_E47,E47,억울한,"['S07', 'D02']",A02,G01
Pro_09815,S04_D02_E44,E44,충격 받은,"['S04', 'D02']",A02,G01
Pro_10911,S13_D02_E60,E60,기쁨,"['S13', 'D02']",A02,G01
Pro_12399,S13_D01_E48,E48,괴로워하는,"['S13', 'D01']",A02,G01
Pro_05248,S05_D02_E37,E37,걱정스러운,"['S05', 'D02']",A02,G01
Pro_08743,S08_D02_E52,E52,남의 시선을 의식하는,"['S08', 'D02']",A02,G01
Pro_10619,S11_D01_E68,E68,신이 난,"['S11', 'D01']",A02,G01
Pro_00303,S03_D02_E12,E12,좌절한,"['S03', 'D02']",A02,G01
Pro_00348,S03_D02_E57,E57,혐오스러운,"['S03', 'D02']",A02,G01
Pro_05258,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_05366,S06_D02_E35,E35,당혹스러운,"['S06', 'D02']",A02,G01
Pro_01870,S03_D02_E19,E19,성가신,"['S03', 'D02']",A02,G01
Pro_03700,S05_D02_E49,E49,버려진,"['S05', 'D02']",A02,G01
Pro_05234,S05_D02_E23,E23,후회되는,"['S05', 'D02']",A02,G01
Pro_05130,S04_D02_E39,E39,초조한,"['S04', 'D02']",A02,G01
Pro_05262,S05_D02_E51,E51,고립된(당황한),"['S05', 'D02']",A02,G01
Pro_12377,S13_D01_E26,E26,염세적인,"['S13', 'D01']",A02,G01
Pro_08978,S10_D02_E47,E47,억울한,"['S10', 'D02']",A02,G01
Pro_05108,S04_D02_E17,E17,구역질 나는,"['S04', 'D02']",A02,G01
Pro_03592,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_01787,S02_D02_E56,E56,부끄러운,"['S02', 'D02']",A02,G01
Pro_08994,S10_D02_E63,E63,편안한,"['S10', 'D02']",A02,G01
Pro_08878,S09_D02_E67,E67,안도,"['S09', 'D02']",A02,G01
Pro_03821,S06_D02_E50,E50,당황,"['S06', 'D02']",A02,G01
Pro_11348,S04_D02_E17,E17,구역질 나는,"['S04', 'D02']",A02,G01
Pro_00342,S03_D02_E51,E51,고립된(당황한),"['S03', 'D02']",A02,G01
Pro_08855,S09_D02_E44,E44,충격 받은,"['S09', 'D02']",A02,G01
Pro_01760,S02_D02_E29,E29,환멸을 느끼는,"['S02', 'D02']",A02,G01
Pro_05368,S06_D02_E37,E37,걱정스러운,"['S06', 'D02']",A02,G01
Pro_03674,S05_D02_E23,E23,후회되는,"['S05', 'D02']",A02,G01
Pro_11310,S04_D01_E39,E39,초조한,"['S04', 'D01']",A02,G01
Pro_07384,S10_D02_E13,E13,짜증내는,"['S10', 'D02']",A02,G01
Pro_08603,S07_D02_E32,E32,스트레스 받는,"['S07', 'D02']",A02,G01
Pro_03814,S06_D02_E43,E43,고립된,"['S06', 'D02']",A02,G01
Pro_03834,S06_D02_E63,E63,편안한,"['S06', 'D02']",A02,G01
Pro_05240,S05_D02_E29,E29,환멸을 느끼는,"['S05', 'D02']",A02,G01
Pro_03666,S05_D02_E15,E15,악의적인,"['S05', 'D02']",A02,G01
Pro_05141,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_08985,S10_D02_E54,E54,열등감,"['S10', 'D02']",A02,G01
Pro_03827,S06_D02_E56,E56,부끄러운,"['S06', 'D02']",A02,G01
Pro_07318,S09_D02_E67,E67,안도,"['S09', 'D02']",A02,G01
Pro_00346,S03_D02_E55,E55,죄책감의,"['S03', 'D02']",A02,G01
Pro_08946,S10_D02_E15,E15,악의적인,"['S10', 'D02']",A02,G01
Pro_08581,S07_D02_E10,E10,분노,"['S07', 'D02']",A02,G01
Pro_00215,S02_D02_E44,E44,충격 받은,"['S02', 'D02']",A02,G01
Pro_08959,S10_D02_E28,E28,낙담한,"['S10', 'D02']",A02,G01
Pro_08754,S08_D02_E63,E63,편안한,"['S08', 'D02']",A02,G01
Pro_11332,S04_D01_E61,E61,감사하는,"['S04', 'D01']",A02,G01
Pro_08639,S07_D02_E68,E68,신이 난,"['S07', 'D02']",A02,G01
Pro_08630,S07_D02_E59,E59,혼란스러운(당황한),"['S07', 'D02']",A02,G01
Pro_07433,S10_D02_E62,E62,신뢰하는,"['S10', 'D02']",A02,G01
Pro_09773,S04_D01_E62,E62,신뢰하는,"['S04', 'D01']",A02,G01
Pro_01653,S01_D02_E42,E42,배신당한,"['S01', 'D02']",A02,G01
Pro_11305,S04_D01_E34,E34,혼란스러운,"['S04', 'D01']",A02,G01
Pro_05132,S04_D02_E41,E41,질투하는,"['S04', 'D02']",A02,G01
Pro_09812,S04_D02_E41,E41,질투하는,"['S04', 'D02']",A02,G01
Pro_01655,S01_D02_E44,E44,충격 받은,"['S01', 'D02']",A02,G01
Pro_11353,S04_D02_E22,E22,비통한,"['S04', 'D02']",A02,G01
Pro_05382,S06_D02_E51,E51,고립된(당황한),"['S06', 'D02']",A02,G01
Pro_05394,S06_D02_E63,E63,편안한,"['S06', 'D02']",A02,G01
Pro_01886,S03_D02_E35,E35,당혹스러운,"['S03', 'D02']",A02,G01
Pro_12167,S11_D01_E56,E56,부끄러운,"['S11', 'D01']",A02,G01
Pro_01870,S03_D02_E19,E19,성가신,"['S03', 'D02']",A02,G01
Pro_08869,S09_D02_E58,E58,한심한,"['S09', 'D02']",A02,G01
Pro_03542,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_08946,S10_D02_E15,E15,악의적인,"['S10', 'D02']",A02,G01
Pro_01879,S03_D02_E28,E28,낙담한,"['S03', 'D02']",A02,G01
Pro_01741,S02_D02_E10,E10,분노,"['S02', 'D02']",A02,G01
Pro_05140,S04_D02_E49,E49,버려진,"['S04', 'D02']",A02,G01
Pro_12382,S13_D01_E31,E31,두려운,"['S13', 'D01']",A02,G01
Pro_09769,S04_D01_E58,E58,한심한,"['S04', 'D01']",A02,G01
Pro_03691,S05_D02_E40,E40,상처,"['S05', 'D02']",A02,G01
Pro_12135,S11_D01_E24,E24,우울한,"['S11', 'D01']",A02,G01
Pro_08636,S07_D02_E65,E65,흥분,"['S07', 'D02']",A02,G01
Pro_01901,S03_D02_E50,E50,당황,"['S03', 'D02']",A02,G01
Pro_09806,S04_D02_E35,E35,당혹스러운,"['S04', 'D02']",A02,G01
Pro_08737,S08_D02_E46,E46,희생된,"['S08', 'D02']",A02,G01
Pro_03678,S05_D02_E27,E27,눈물이 나는,"['S05', 'D02']",A02,G01
Pro_05267,S05_D02_E56,E56,부끄러운,"['S05', 'D02']",A02,G01
Pro_08974,S10_D02_E43,E43,고립된,"['S10', 'D02']",A02,G01
Pro_12416,S13_D01_E65,E65,흥분,"['S13', 'D01']",A02,G01
Pro_08859,S09_D02_E48,E48,괴로워하는,"['S09', 'D02']",A02,G01
Pro_08963,S10_D02_E32,E32,스트레스 받는,"['S10', 'D02']",A02,G01
Pro_11374,S04_D02_E43,E43,고립된,"['S04', 'D02']",A02,G01
Pro_03542,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_07389,S10_D02_E18,E18,노여워하는,"['S10', 'D02']",A02,G01
Pro_10834,S13_D01_E43,E43,고립된,"['S13', 'D01']",A02,G01
Pro_10582,S11_D01_E31,E31,두려운,"['S11', 'D01']",A02,G01
Pro_08873,S09_D02_E62,E62,신뢰하는,"['S09', 'D02']",A02,G01
Pro_08951,S10_D02_E20,E20,슬픔,"['S10', 'D02']",A02,G01
Pro_10606,S11_D01_E55,E55,죄책감의,"['S11', 'D01']",A02,G01
Pro_03696,S05_D02_E45,E45,"가난한, 불우한","['S05', 'D02']",A02,G01
Pro_10816,S13_D01_E25,E25,마비된,"['S13', 'D01']",A02,G01
Pro_10577,S11_D01_E26,E26,염세적인,"['S11', 'D01']",A02,G01
Pro_10643,S11_D02_E32,E32,스트레스 받는,"['S11', 'D02']",A02,G01
Pro_03565,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_07150,S08_D02_E19,E19,성가신,"['S08', 'D02']",A02,G01
Pro_05344,S06_D02_E13,E13,짜증내는,"['S06', 'D02']",A02,G01
Pro_12480,S13_D02_E69,E69,자신하는,"['S13', 'D02']",A02,G01
Pro_07400,S10_D02_E29,E29,환멸을 느끼는,"['S10', 'D02']",A02,G01
Pro_05129,S04_D02_E38,E38,조심스러운,"['S04', 'D02']",A02,G01
Pro_03826,S06_D02_E55,E55,죄책감의,"['S06', 'D02']",A02,G01
Pro_07388,S10_D02_E17,E17,구역질 나는,"['S10', 'D02']",A02,G01
Pro_07301,S09_D02_E50,E50,당황,"['S09', 'D02']",A02,G01
Pro_08855,S09_D02_E44,E44,충격 받은,"['S09', 'D02']",A02,G01
Pro_01655,S01_D02_E44,E44,충격 받은,"['S01', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_05358,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_08863,S09_D02_E52,E52,남의 시선을 의식하는,"['S09', 'D02']",A02,G01
Pro_00185,S02_D02_E14,E14,방어적인,"['S02', 'D02']",A02,G01
Pro_07048,S07_D02_E37,E37,걱정스러운,"['S07', 'D02']",A02,G01
Pro_10885,S13_D02_E34,E34,혼란스러운,"['S13', 'D02']",A02,G01
Pro_08631,S07_D02_E60,E60,기쁨,"['S07', 'D02']",A02,G01
Pro_07266,S09_D02_E15,E15,악의적인,"['S09', 'D02']",A02,G01
Pro_10891,S13_D02_E40,E40,상처,"['S13', 'D02']",A02,G01
Pro_11396,S04_D02_E65,E65,흥분,"['S04', 'D02']",A02,G01
Pro_05133,S04_D02_E42,E42,배신당한,"['S04', 'D02']",A02,G01
Pro_08945,S10_D02_E14,E14,방어적인,"['S10', 'D02']",A02,G01
Pro_12239,S11_D02_E68,E68,신이 난,"['S11', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_12177,S11_D01_E66,E66,느긋,"['S11', 'D01']",A02,G01
Pro_12422,S13_D02_E11,E11,툴툴대는,"['S13', 'D02']",A02,G01
Pro_00340,S03_D02_E49,E49,버려진,"['S03', 'D02']",A02,G01
Pro_09744,S04_D01_E33,E33,취약한,"['S04', 'D01']",A02,G01
Pro_00230,S02_D02_E59,E59,혼란스러운(당황한),"['S02', 'D02']",A02,G01
Pro_01793,S02_D02_E62,E62,신뢰하는,"['S02', 'D02']",A02,G01
Pro_03786,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_05101,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_10881,S13_D02_E30,E30,불안,"['S13', 'D02']",A02,G01
Pro_00231,S02_D02_E60,E60,기쁨,"['S02', 'D02']",A02,G01
Pro_10643,S11_D02_E32,E32,스트레스 받는,"['S11', 'D02']",A02,G01
Pro_08726,S08_D02_E35,E35,당혹스러운,"['S08', 'D02']",A02,G01
Pro_07291,S09_D02_E40,E40,상처,"['S09', 'D02']",A02,G01
Pro_11363,S04_D02_E32,E32,스트레스 받는,"['S04', 'D02']",A02,G01
Pro_08822,S09_D02_E11,E11,툴툴대는,"['S09', 'D02']",A02,G01
Pro_03695,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_11354,S04_D02_E23,E23,후회되는,"['S04', 'D02']",A02,G01
Pro_10888,S13_D02_E37,E37,걱정스러운,"['S13', 'D02']",A02,G01
Pro_05364,S06_D02_E33,E33,취약한,"['S06', 'D02']",A02,G01
Pro_07386,S10_D02_E15,E15,악의적인,"['S10', 'D02']",A02,G01
Pro_05229,S05_D02_E18,E18,노여워하는,"['S05', 'D02']",A02,G01
Pro_00326,S03_D02_E35,E35,당혹스러운,"['S03', 'D02']",A02,G01
Pro_12225,S11_D02_E54,E54,열등감,"['S11', 'D02']",A02,G01
Pro_08615,S07_D02_E44,E44,충격 받은,"['S07', 'D02']",A02,G01
Pro_09781,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_05400,S06_D02_E69,E69,자신하는,"['S06', 'D02']",A02,G01
Pro_07035,S07_D02_E24,E24,우울한,"['S07', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_08604,S07_D02_E33,E33,취약한,"['S07', 'D02']",A02,G01
Pro_07287,S09_D02_E36,E36,회의적인,"['S09', 'D02']",A02,G01
Pro_08730,S08_D02_E39,E39,초조한,"['S08', 'D02']",A02,G01
